HomeRegion,AcademicYear,Sex,TCAS,GPAX,NumAnwser,Status
West,0,1,2,2.53,9,MFU student
Central,0,0,2,2.91,10,MFU student
North,0,0,1,3.39,21,MFU student
South,0,0,1,2.88,7,MFU student
North,0,0,1,2.9,11,MFU student
North,0,0,1,3.32,31,MFU student
North,0,0,1,2.83,28,MFU student
South,0,1,1,3.6,21,MFU student
North,0,0,1,3.69,19,MFU student
Bangkok,0,1,2,2.54,22,MFU student
Bangkok,0,0,2,2.44,14,MFU student
North,0,0,2,2.38,17,MFU student
Central,0,1,1,2.52,12,MFU student
North,0,1,1,2.92,28,MFU student
North,0,1,1,3.44,12,MFU student
Bangkok,0,0,2,2.81,25,MFU student
North,0,0,1,3.12,26,MFU student
North,0,0,1,2.65,16,MFU student
North,0,1,2,3.2,25,MFU student
East,0,1,1,3.14,13,MFU student
Central,0,1,2,2.86,9,MFU student
Central,0,0,2,2.55,14,MFU student
North East,0,0,1,3.53,21,MFU student
North East,0,0,1,3.51,24,MFU student
North,0,0,1,3.28,19,MFU student
Bangkok,0,0,1,3.41,18,MFU student
North,0,0,1,3.37,20,MFU student
North,0,0,1,2.86,20,MFU student
North,0,1,1,3.32,14,MFU student
North,0,1,1,3.250711643,21,MFU student
North,0,1,2,3.1,16,MFU student
North,0,0,1,3.4,9,MFU student
North,0,0,1,2.6,21,MFU student
North,0,0,1,3.04,16,MFU student
Bangkok,0,0,1,3.16,19,MFU student
East,0,0,2,2.76,12,MFU student
North,0,0,1,3.23,17,MFU student
North East,0,1,1,2.93,24,MFU student
North,0,0,1,3,11,MFU student
North East,0,0,2,3.22,25,MFU student
North,0,0,2,2.94,6,MFU student
North,0,0,1,3.01,24,MFU student
North,0,0,2,3.65,23,MFU student
North,0,0,1,3.23,8,MFU student
North East,0,1,2,3.07,14,MFU student
North,0,0,1,3.06,13,MFU student
North,0,0,1,3.07,25,MFU student
North,0,0,2,3.61,10,MFU student
East,0,0,1,3.41,12,MFU student
North,0,0,1,3.11,22,MFU student
South,0,0,2,3.12,24,MFU student
Bangkok,0,1,1,3.2,11,MFU student
North,0,0,1,3.61,16,MFU student
North,0,0,2,3.06,13,MFU student
North,0,0,1,3.65,30,MFU student
North,0,0,1,3.34,11,MFU student
East,0,0,2,2.83,13,MFU student
North,0,0,2,2.92,9,MFU student
North,0,0,2,2.8,15,MFU student
Bangkok,0,0,2,2.85,8,MFU student
South,0,1,1,3.45,13,MFU student
Bangkok,0,0,2,3.51,13,MFU student
North,0,0,2,3.2,22,MFU student
North,0,0,5,3.18,9,MFU student
East,0,0,5,2.53,10,MFU student
North,0,1,5,2.41,17,MFU student
Central,0,1,5,2.75,7,MFU student
North,0,0,5,2.73,17,MFU student
Central,0,0,5,3.55,23,MFU student
Bangkok,0,0,5,3.250711643,14,MFU student
South,0,1,5,2.73,19,MFU student
Central,0,1,5,2.09,18,MFU student
Bangkok,0,0,5,2.4,14,MFU student
North,0,0,5,3.5,12,MFU student
Bangkok,0,0,5,2.18,5,MFU student
North,0,1,5,2.53,23,MFU student
North,0,0,5,3.14,27,MFU student
Central,0,1,5,2.79,25,MFU student
North,0,0,5,2.21,11,MFU student
North,0,1,5,3.250711643,14,MFU student
South,0,1,5,2.6,20,MFU student
North,0,0,2,2.7,15,MFU student
North,0,0,1,2.56,20,MFU student
North,0,0,1,3.17,8,MFU student
East,0,0,2,3.18,15,MFU student
Central,0,0,1,3.24,10,MFU student
South,0,1,2,2.88,15,MFU student
Bangkok,0,1,2,2.55,11,MFU student
South,0,1,1,3.66,21,MFU student
North,0,0,1,3.56,18,MFU student
Central,0,0,1,2.96,11,MFU student
South,0,0,1,3.250711643,26,MFU student
North,0,0,1,3.64,14,MFU student
North,0,1,2,2.61,22,MFU student
South,0,1,1,2.48,14,MFU student
North,0,1,2,2.13,20,MFU student
North,0,0,1,2.95,18,MFU student
North,0,0,1,3.29,18,MFU student
North,0,0,2,3.12,18,MFU student
Central,0,0,1,3.27,16,MFU student
Bangkok,0,0,1,2.87,17,MFU student
North,0,1,2,2.71,15,MFU student
North,0,0,1,3.23,30,MFU student
West,0,1,2,3.46,13,MFU student
North,0,0,1,3.37,20,MFU student
North,0,0,1,3.45,28,MFU student
North,0,0,2,2.9,21,MFU student
South,0,0,1,3.23,9,MFU student
Bangkok,0,0,2,2.42,13,MFU student
Bangkok,0,1,1,2.6,12,MFU student
North East,0,0,1,2.73,13,MFU student
North,0,1,2,2.82,12,MFU student
North,0,1,1,2.75,18,MFU student
South,0,1,2,2.48,17,MFU student
North East,0,0,1,3.25,15,MFU student
South,0,1,1,3.08,13,MFU student
North,0,1,2,3.01,14,MFU student
East,0,0,1,3.45,31,MFU student
North East,0,1,1,3.85,11,MFU student
East,0,1,1,2.82,11,MFU student
North,0,1,2,3.39,27,MFU student
North,0,0,2,3.21,14,MFU student
North East,0,0,1,2.61,9,MFU student
West,0,0,2,2.83,20,MFU student
Central,0,0,1,3.43,11,MFU student
North,0,1,1,3.29,19,MFU student
North,0,1,1,3.8,17,MFU student
North,0,1,1,2.59,25,MFU student
South,0,1,1,2.89,16,MFU student
West,0,0,1,3.91,27,MFU student
North,0,0,2,3.39,13,MFU student
North,0,0,2,2.79,18,MFU student
North,0,0,1,3.62,16,MFU student
North,0,0,1,2.9,20,MFU student
East,0,0,1,3.64,13,MFU student
Bangkok,0,0,1,3.3,8,MFU student
Central,0,0,1,3.08,8,MFU student
North,0,0,1,3.27,18,MFU student
North,0,0,2,3.06,16,MFU student
South,0,0,1,3.5,10,MFU student
North,0,0,1,3.5,21,MFU student
Central,0,0,1,3.79,23,MFU student
North,0,1,2,2.31,10,MFU student
East,0,1,1,2.95,5,MFU student
South,0,0,2,2.43,13,MFU student
North,0,0,1,3.61,16,MFU student
South,0,0,2,3.07,13,MFU student
South,0,0,2,3.23,18,MFU student
North,0,0,1,3.16,16,MFU student
North,0,0,1,3.36,13,MFU student
South,0,0,1,3.250711643,22,MFU student
North East,0,1,1,3.44,24,MFU student
North,0,0,2,3.23,26,MFU student
North East,0,0,1,3.96,16,MFU student
North,0,1,1,3.39,26,MFU student
Central,0,0,1,2.92,21,MFU student
South,0,0,2,3.63,19,MFU student
South,0,1,1,2.8,30,MFU student
North,0,0,1,3.43,16,MFU student
North,0,0,1,3.51,14,MFU student
North East,0,0,2,2.93,23,MFU student
North,0,0,2,2.67,8,MFU student
West,0,1,1,3.92,18,MFU student
South,0,0,1,2.69,21,MFU student
South,0,1,2,2.82,10,MFU student
North East,0,0,2,3.1,13,MFU student
South,0,1,2,2.65,11,MFU student
North,0,0,1,3.87,11,MFU student
South,0,0,2,3.13,22,MFU student
East,0,1,1,3.49,15,MFU student
North,0,0,2,3.2,5,MFU student
North,0,0,2,2.94,24,MFU student
North,0,0,1,3.81,15,MFU student
North,0,0,2,3.38,16,MFU student
North,0,0,1,3.72,18,MFU student
North East,0,0,1,3.93,10,MFU student
Bangkok,0,1,1,3.34,10,MFU student
North East,0,0,2,2.58,17,MFU student
Bangkok,0,0,1,3.3,13,MFU student
South,0,0,2,3.58,16,MFU student
North,0,1,2,3.1,17,MFU student
North,0,1,2,2.9,28,MFU student
South,0,0,2,3.15,19,MFU student
South,0,0,2,3.14,19,MFU student
Bangkok,0,1,2,3.36,25,MFU student
North,0,0,1,3.45,24,MFU student
North,0,0,1,3.13,19,MFU student
North,0,0,1,3.03,14,MFU student
North East,0,0,1,3.33,7,MFU student
North,0,0,1,3.36,11,MFU student
Central,0,0,1,3.51,17,MFU student
East,0,0,1,3.61,20,MFU student
North,0,0,2,2.71,25,MFU student
North,0,1,2,2.54,5,MFU student
North,0,0,1,3.03,23,MFU student
North,0,1,2,3.64,9,MFU student
North,0,0,2,3.21,22,MFU student
Central,0,0,1,3.16,15,MFU student
North,0,0,2,3.22,13,MFU student
South,0,0,2,2.77,19,MFU student
North,0,0,1,3.25,17,MFU student
North,0,0,1,3.13,12,MFU student
South,0,0,1,3.12,10,MFU student
Bangkok,0,0,1,3.63,28,MFU student
South,0,0,2,2.9,10,MFU student
North,0,1,1,3.36,27,MFU student
South,0,0,5,2.67,13,MFU student
North,0,0,5,3.02,15,MFU student
North,0,1,5,3.03,22,MFU student
Central,0,1,5,3.250711643,20,MFU student
North,0,1,5,2.4,15,MFU student
Bangkok,0,1,5,2.8,22,MFU student
North,0,1,5,3.21,14,MFU student
North,0,0,5,3.84,19,MFU student
North,0,0,5,3.08,21,MFU student
South,0,1,5,2.51,5,MFU student
West,0,1,5,2.51,11,MFU student
North,0,1,5,3.08,7,MFU student
North,0,0,5,2.53,17,MFU student
East,0,0,5,2.13,7,MFU student
South,0,0,5,3.41,23,MFU student
North,0,0,5,3.16,17,MFU student
North,0,0,5,2.63,5,MFU student
Bangkok,0,0,5,2.9,17,MFU student
Central,0,0,5,3.13,26,MFU student
North,0,0,1,3.61,17,MFU student
Central,0,0,1,2.81,22,MFU student
North,0,0,1,3.46,25,MFU student
Bangkok,0,0,1,3.250711643,9,MFU student
Bangkok,0,0,1,3.07,15,MFU student
North,0,0,1,2.87,31,MFU student
East,0,0,1,3.37,24,MFU student
North,0,0,1,3.3,16,MFU student
East,0,0,1,3.84,21,MFU student
North,0,0,1,3.15,25,MFU student
North,0,0,1,3.25,15,MFU student
North,0,0,1,3.72,21,MFU student
North,0,0,1,3.2,10,MFU student
South,0,0,2,2.87,14,MFU student
North,0,0,1,3.01,15,MFU student
North,0,1,1,3.45,14,MFU student
North,0,0,1,3,16,MFU student
East,0,1,1,3.43,23,MFU student
North East,0,1,2,3.12,20,MFU student
East,0,0,1,2.9,11,MFU student
North,0,0,1,3.29,22,MFU student
East,0,0,1,3.62,21,MFU student
South,0,0,2,3.05,16,MFU student
North,0,0,1,3.78,21,MFU student
Bangkok,0,0,1,3.18,15,MFU student
North,0,0,2,3.24,29,MFU student
North,0,1,2,2.93,14,MFU student
North,0,0,1,3.72,14,MFU student
West,0,0,1,3.08,9,MFU student
Central,0,0,1,3.19,14,MFU student
North,0,1,1,3.08,24,MFU student
North,0,0,1,3.64,9,MFU student
North,0,1,1,2.8,18,MFU student
North East,0,1,2,2.1,20,MFU student
North,0,0,2,3.5,21,MFU student
North,0,1,1,3.13,29,MFU student
East,0,0,1,3.17,17,MFU student
Bangkok,0,0,1,2.95,13,MFU student
North,0,0,1,3.09,14,MFU student
North,0,0,1,2.92,19,MFU student
North,0,0,2,3.51,22,MFU student
West,0,0,2,2.45,13,MFU student
North,0,1,1,3.33,22,MFU student
North,0,0,2,3.17,16,MFU student
Bangkok,0,0,1,3.18,9,MFU student
North,0,0,2,3.4,17,MFU student
North,0,1,1,3.4,23,MFU student
Bangkok,0,1,1,3.1,16,MFU student
North East,0,0,1,3.79,20,MFU student
North,0,1,1,3.52,29,MFU student
North,0,1,2,3.11,11,MFU student
Central,0,0,2,3.3,17,MFU student
North,0,0,1,3.93,19,MFU student
Bangkok,0,0,1,3.2,14,MFU student
Central,0,0,1,3.37,14,MFU student
North,0,0,1,2.86,19,MFU student
North,0,0,1,3.35,17,MFU student
North,0,0,1,3.46,23,MFU student
West,0,0,1,3.55,19,MFU student
North,0,0,2,3.26,17,MFU student
Bangkok,0,0,1,3.21,22,MFU student
Bangkok,0,0,1,3.87,20,MFU student
South,0,1,1,3.31,23,MFU student
East,0,1,1,2.86,13,MFU student
South,0,1,1,3.13,18,MFU student
North,0,1,2,2.48,15,MFU student
East,0,0,2,3.1,13,MFU student
East,0,1,2,3.91,14,MFU student
Central,0,0,1,3.06,17,MFU student
East,0,0,1,2.99,19,MFU student
North,0,0,1,3.32,22,MFU student
Central,0,0,2,3.16,10,MFU student
North,0,1,2,2.73,31,MFU student
North,0,0,1,3.54,14,MFU student
North,0,0,2,3,17,MFU student
North,0,1,1,3.57,25,MFU student
North,0,1,1,3.01,21,MFU student
North,0,0,2,3.63,22,MFU student
North,0,0,2,3.33,9,MFU student
South,0,0,1,2.91,26,MFU student
North East,0,0,1,3.27,10,MFU student
North East,0,0,1,3.64,10,MFU student
Central,0,0,2,2.82,11,MFU student
East,0,0,2,2.94,14,MFU student
East,0,0,1,2.99,11,MFU student
South,0,1,2,2.52,15,MFU student
North,0,0,2,3.25,31,MFU student
North,0,0,2,2.99,25,MFU student
South,0,0,2,3.49,11,MFU student
North,0,1,2,3.43,16,MFU student
South,0,0,2,3.34,20,MFU student
North East,0,0,1,3.57,22,MFU student
East,0,0,2,3.34,25,MFU student
Central,0,0,1,3.74,10,MFU student
Bangkok,0,1,2,3.72,12,MFU student
South,0,0,1,3.17,15,MFU student
North,0,1,2,3.02,31,MFU student
North,0,0,2,3.52,11,MFU student
North,0,1,1,3.58,25,MFU student
Central,0,0,2,3.5,14,MFU student
South,0,0,2,2.71,15,MFU student
North,0,0,2,3.33,16,MFU student
Central,0,0,1,3.09,11,MFU student
South,0,1,2,3.17,10,MFU student
North,0,1,2,2.77,21,MFU student
South,0,1,1,3.19,9,MFU student
South,0,0,2,2.74,18,MFU student
Bangkok,0,0,2,3.27,12,MFU student
North,0,1,2,2.95,6,MFU student
North,0,0,1,3.89,18,MFU student
North,0,0,2,3.31,15,MFU student
East,0,0,2,3.4,15,MFU student
East,0,0,2,3.5,15,MFU student
South,0,1,2,3.25,13,MFU student
East,0,0,1,3.34,23,MFU student
North,0,1,2,2.73,20,MFU student
North,0,1,2,3.250711643,20,MFU student
Central,0,1,2,2.73,14,MFU student
North,0,1,1,3.41,20,MFU student
North East,0,0,1,3.21,16,MFU student
East,0,0,1,3.32,14,MFU student
South,0,1,2,2.94,10,MFU student
Central,0,0,2,3.21,15,MFU student
South,0,0,2,2.7,21,MFU student
North,0,0,1,3.05,17,MFU student
Central,0,0,2,2.64,11,MFU student
North East,0,1,2,3.41,18,MFU student
North,0,0,2,3.74,15,MFU student
East,0,1,2,2.95,15,MFU student
North,0,1,2,2.9,18,MFU student
East,0,1,2,2.84,11,MFU student
Bangkok,0,0,2,3.03,12,MFU student
North,0,0,2,3.25,29,MFU student
South,0,0,2,2.83,21,MFU student
Central,0,1,2,3.18,19,MFU student
South,0,0,2,2.98,18,MFU student
South,0,1,2,2.89,22,MFU student
North,0,0,2,3.54,5,MFU student
East,0,0,1,3.5,16,MFU student
North,0,0,2,2.77,21,MFU student
Bangkok,0,0,1,3.51,11,MFU student
South,0,0,2,2.96,18,MFU student
South,0,1,2,2.87,26,MFU student
Central,0,0,2,3.21,17,MFU student
North,0,0,2,2.85,24,MFU student
East,0,1,2,3.36,17,MFU student
Bangkok,0,0,2,3.34,24,MFU student
North,0,0,1,3.82,16,MFU student
East,0,1,2,3.03,10,MFU student
South,0,0,2,2.96,12,MFU student
Bangkok,0,0,2,3.8,19,MFU student
West,0,0,2,2.92,15,MFU student
North East,0,0,2,3.64,16,MFU student
North,0,0,2,3.17,13,MFU student
North,0,1,2,2.36,10,MFU student
North,0,0,2,2.53,20,MFU student
Bangkok,0,0,2,3.06,11,MFU student
North,0,1,2,2.63,15,MFU student
East,0,0,2,2.98,14,MFU student
East,0,1,2,2.05,9,MFU student
North,0,0,2,3.05,20,MFU student
North,0,1,2,3.44,31,MFU student
Bangkok,0,1,2,3.51,17,MFU student
North,0,0,2,2.75,14,MFU student
Central,0,1,2,2.92,28,MFU student
North,0,1,2,2.17,14,MFU student
North,0,0,2,3.01,18,MFU student
North,0,1,1,3.2,11,MFU student
North,0,0,2,3.42,13,MFU student
North,0,0,1,3.66,24,MFU student
Central,0,1,2,3.08,14,MFU student
Bangkok,0,1,2,2.86,10,MFU student
Bangkok,0,1,2,3.22,15,MFU student
Bangkok,0,0,2,2.34,16,MFU student
North,0,0,2,3.15,20,MFU student
Central,0,0,2,3.22,22,MFU student
Central,0,0,2,3.2,13,MFU student
South,0,0,2,2.69,12,MFU student
East,0,0,2,3.42,14,MFU student
Bangkok,0,0,2,3.65,8,MFU student
North East,0,1,1,3.32,30,MFU student
Central,0,1,2,3.49,20,MFU student
Central,0,0,2,3.96,6,MFU student
Central,0,1,2,3.24,12,MFU student
East,0,1,2,2.78,9,MFU student
East,0,0,2,3.58,22,MFU student
North East,0,0,2,3.75,25,MFU student
South,0,0,2,2.95,18,MFU student
Central,0,0,1,3.39,19,MFU student
North,0,0,2,3.34,14,MFU student
Central,0,0,2,3.15,14,MFU student
Central,0,0,1,3.39,14,MFU student
West,0,1,2,2.87,14,MFU student
North,0,0,5,2.42,18,MFU student
North,0,0,5,2.8,10,MFU student
Bangkok,0,1,5,3.32,30,MFU student
Bangkok,0,1,5,2.92,15,MFU student
Central,0,1,5,3.66,15,MFU student
North,0,1,5,3.250711643,18,MFU student
North,0,0,5,3.87,19,MFU student
North,0,0,5,2.71,22,MFU student
South,0,0,5,2.29,20,MFU student
Bangkok,0,1,5,2.24,20,MFU student
North,0,0,5,2.78,9,MFU student
North,0,1,5,2.1,16,MFU student
Bangkok,0,0,5,3.18,18,MFU student
South,0,0,5,2.91,5,MFU student
North East,0,0,1,3.22,14,MFU student
North,0,1,2,2.74,26,MFU student
North,0,0,1,3.43,18,MFU student
Central,0,1,1,2.81,14,MFU student
North East,0,0,1,3.28,11,MFU student
North,0,1,1,2.79,13,MFU student
North,0,1,5,3.57,11,MFU student
North,0,1,5,2.83,21,MFU student
North,0,1,5,2.8,8,MFU student
Central,0,1,5,2.79,9,MFU student
North,0,0,5,3.04,22,MFU student
North,0,0,5,2.84,12,MFU student
North,0,1,5,1.96,8,MFU student
North,0,0,5,3.52,9,MFU student
North,0,0,5,3,16,MFU student
North,0,1,5,2.39,6,MFU student
North,0,1,5,2.6,13,MFU student
Bangkok,0,1,5,3.250711643,17,MFU student
North,0,1,2,2.63,24,MFU student
East,0,1,2,2.75,24,MFU student
North,0,1,1,3.38,31,MFU student
North East,0,0,2,3.76,10,MFU student
East,0,1,1,3.32,8,MFU student
North East,0,0,2,3.59,17,MFU student
Central,0,1,2,3.07,10,MFU student
North,0,1,2,3.58,13,MFU student
South,0,1,2,2.76,13,MFU student
North East,0,1,1,2.83,16,MFU student
North,0,1,2,3.08,25,MFU student
North,0,1,1,2.97,11,MFU student
East,0,1,2,2.76,18,MFU student
North,0,1,2,2.99,29,MFU student
North East,0,1,1,3.67,18,MFU student
North,0,1,1,3.09,18,MFU student
North East,0,1,1,3.3,24,MFU student
South,0,1,2,2.73,14,MFU student
North,0,1,2,2.86,8,MFU student
Central,0,0,1,3.41,15,MFU student
North,0,0,1,3.6,18,MFU student
North,0,1,1,3.02,10,MFU student
North,0,0,5,3.03,8,MFU student
North,0,1,5,2.97,12,MFU student
North,0,0,5,3.61,10,MFU student
East,0,0,5,3.27,14,MFU student
North,0,1,5,2.28,19,MFU student
North East,0,0,2,2.64,17,MFU student
North,0,0,1,3.72,25,MFU student
North,0,1,1,3.03,12,MFU student
North,0,1,1,2.67,23,MFU student
Bangkok,0,0,1,3.3,18,MFU student
North,0,1,1,2.51,8,MFU student
North,0,0,1,3.03,21,MFU student
North,0,0,1,3.250711643,18,MFU student
North,0,1,2,2.95,17,MFU student
West,0,0,1,2.57,25,MFU student
North,0,0,2,2.49,17,MFU student
North,0,1,2,2.63,8,MFU student
North,0,0,1,2.86,20,MFU student
North,0,0,1,3.55,24,MFU student
North East,0,0,1,3.41,13,MFU student
North East,0,1,1,3.52,13,MFU student
North East,0,0,1,2.85,16,MFU student
North East,0,1,2,3.66,12,MFU student
North,0,1,1,2.87,25,MFU student
Bangkok,0,1,1,3.06,12,MFU student
North,0,1,1,2.86,17,MFU student
North,0,1,2,2.94,21,MFU student
Central,0,1,5,3.69,10,MFU student
North,0,0,5,2.89,21,MFU student
South,0,0,1,3.41,15,MFU student
North,0,0,1,3.27,18,MFU student
South,0,1,1,3.56,18,MFU student
Central,0,1,1,3.27,13,MFU student
North,0,0,2,3.05,15,MFU student
North,0,1,2,3.46,19,MFU student
North,0,0,1,2.75,13,MFU student
North,0,0,2,3.4,16,MFU student
North,0,1,1,2.5,10,MFU student
North,0,1,2,2.16,14,MFU student
South,0,1,1,2.41,22,MFU student
South,0,0,1,3.27,20,MFU student
South,0,0,1,3.97,7,MFU student
South,0,1,1,3.14,8,MFU student
North,0,0,1,3.09,14,MFU student
South,0,0,1,2.81,9,MFU student
North,0,1,2,2.84,15,MFU student
North,0,0,2,2.98,14,MFU student
North,0,1,2,2.35,14,MFU student
East,0,1,1,3.54,23,MFU student
South,0,1,2,2.5,5,MFU student
Bangkok,0,1,1,3.27,18,MFU student
South,0,0,2,2.48,13,MFU student
North,0,0,1,2.77,20,MFU student
North East,0,0,2,3.32,13,MFU student
Bangkok,0,1,1,2.75,21,MFU student
South,0,1,1,2.2,17,MFU student
South,0,1,1,2.23,13,MFU student
South,0,0,1,2.95,25,MFU student
North,0,0,1,3.35,10,MFU student
Bangkok,0,0,1,2.65,17,MFU student
North East,0,0,1,3.46,14,MFU student
North,0,0,1,2.93,25,MFU student
North,0,0,1,3.33,12,MFU student
North,0,1,1,3.18,18,MFU student
Bangkok,0,1,1,3.34,8,MFU student
Central,0,1,2,2.84,7,MFU student
West,0,0,1,2.54,13,MFU student
North,0,0,1,2.54,15,MFU student
North,0,1,2,3.69,23,MFU student
North East,0,1,1,3.13,13,MFU student
Bangkok,0,0,1,3.25,10,MFU student
North,0,1,1,2.56,16,MFU student
Bangkok,0,1,1,2.75,14,MFU student
North,0,1,2,2.4,9,MFU student
North,0,0,1,3.42,16,MFU student
North,0,0,1,3.73,17,MFU student
Bangkok,0,1,1,3.95,21,MFU student
North,0,1,2,2.26,17,MFU student
East,0,1,2,2.73,9,MFU student
North,0,0,1,3.84,20,MFU student
South,0,1,1,3.250711643,20,MFU student
North,0,1,1,3.49,22,MFU student
North,0,0,1,2.92,25,MFU student
North,0,1,2,3.19,13,MFU student
South,0,1,1,2.83,24,MFU student
Bangkok,0,1,2,2.8,7,MFU student
Bangkok,0,1,1,3.56,7,MFU student
North,0,1,1,2.94,17,MFU student
South,0,1,1,2.93,13,MFU student
North,0,1,5,3.250711643,23,MFU student
North,0,1,5,3.7,14,MFU student
South,0,0,5,2.71,13,MFU student
North,0,1,5,2.88,11,MFU student
East,0,1,5,3.12,27,MFU student
North,0,1,5,2.56,9,MFU student
Bangkok,0,1,5,2.45,6,MFU student
South,0,0,5,2.48,19,MFU student
Central,0,0,5,2.18,18,MFU student
North East,0,0,5,3.4,7,MFU student
North,0,0,2,2.8,7,MFU student
Bangkok,0,0,1,2.82,15,MFU student
Bangkok,0,0,1,3.2,22,MFU student
North East,0,1,2,3.05,18,MFU student
North,0,0,1,2.98,16,MFU student
South,0,0,2,2.73,18,MFU student
North,0,1,2,2.36,17,MFU student
Central,0,0,1,3.13,13,MFU student
North East,0,0,2,3.73,12,MFU student
Central,0,0,1,2.94,13,MFU student
South,0,0,2,3.59,11,MFU student
Central,0,0,2,3.29,17,MFU student
North,0,0,1,3.78,16,MFU student
West,0,0,2,2.55,22,MFU student
North,0,0,2,3.33,24,MFU student
North,0,0,2,2.67,18,MFU student
South,0,0,1,3.29,15,MFU student
Bangkok,0,0,2,2.86,19,MFU student
North,0,0,1,3.24,21,MFU student
North,0,0,1,3.12,10,MFU student
Bangkok,0,1,2,3.11,18,MFU student
Central,0,0,2,3.35,11,MFU student
North East,0,0,1,3.57,20,MFU student
North,0,0,1,3.25,11,MFU student
North,0,0,1,3.27,12,MFU student
North,0,0,2,3.22,18,MFU student
North,0,0,2,2.15,14,MFU student
Bangkok,0,0,1,3.37,10,MFU student
North,0,1,2,3.51,20,MFU student
North,0,0,2,2.9,16,MFU student
North,0,0,2,2.51,14,MFU student
North,0,1,5,3.250711643,6,MFU student
North,0,1,5,3.37,17,MFU student
North East,0,1,5,2.78,13,MFU student
North,0,0,5,3.97,17,MFU student
North East,0,0,5,3.61,19,MFU student
Central,0,0,5,2.6,23,MFU student
Bangkok,0,0,5,2.87,12,MFU student
North,0,0,5,2.71,7,MFU student
North East,0,0,5,3.19,8,MFU student
South,0,1,5,2.82,25,MFU student
South,0,0,5,2.45,10,MFU student
North,0,0,5,2.75,9,MFU student
Bangkok,0,0,5,2.72,16,MFU student
North,0,1,5,2.61,9,MFU student
Bangkok,0,1,5,3.27,7,MFU student
North,0,0,5,3.57,16,MFU student
North,0,0,5,3.85,17,MFU student
North,0,0,2,2.93,12,MFU student
North,0,0,2,2.58,6,MFU student
East,0,0,1,3.74,20,MFU student
North,0,0,1,3.67,21,MFU student
Bangkok,0,1,5,2.63,23,MFU student
North,0,1,5,3.29,19,MFU student
